Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1747852555,10,,Aggregated,0.500000,0.000000,9400,11000,12000,12000,18000,29000,35000,35000,35000,35000,35000,35,2,9400.0,10694.656983209175,2240.0234080269,35277.143496030476,427.0285714285714
1747852556,10,,Aggregated,0.500000,0.000000,9400,11000,12000,12000,18000,29000,35000,35000,35000,35000,35000,35,2,9400.0,10694.656983209175,2240.0234080269,35277.143496030476,427.0285714285714
1747852557,10,,Aggregated,0.500000,0.000000,9400,11000,12000,12000,18000,29000,35000,35000,35000,35000,35000,35,2,9400.0,10694.656983209175,2240.0234080269,35277.143496030476,427.0285714285714
1747852558,10,,Aggregated,0.500000,0.000000,9400,11000,12000,12000,18000,29000,35000,35000,35000,35000,35000,35,2,9400.0,10694.656983209175,2240.0234080269,35277.143496030476,427.0285714285714
1747852559,10,,Aggregated,0.500000,0.000000,9400,11000,12000,12000,18000,29000,35000,35000,35000,35000,35000,35,2,9400.0,10694.656983209175,2240.0234080269,35277.143496030476,427.0285714285714
1747852560,10,,Aggregated,0.500000,0.000000,9400,11000,12000,12000,18000,29000,35000,35000,35000,35000,35000,35,2,9400.0,10694.656983209175,2240.0234080269,35277.143496030476,427.0285714285714
1747852561,10,,Aggregated,1.000000,0.100000,9800,11000,12000,12000,18000,29000,35000,35000,35000,35000,35000,39,2,9800.0,10678.661675674495,2240.0234080269,35277.143496030476,432.1025641025641
1747852562,10,,Aggregated,1.000000,0.100000,9800,11000,12000,12000,18000,29000,35000,35000,35000,35000,35000,39,2,9800.0,10678.661675674495,2240.0234080269,35277.143496030476,432.1025641025641
1747852563,10,,Aggregated,1.000000,0.100000,9800,11000,12000,12000,18000,29000,35000,35000,35000,35000,35000,39,2,9800.0,10678.661675674495,2240.0234080269,35277.143496030476,432.1025641025641
1747852564,10,,Aggregated,1.000000,0.100000,9800,11000,12000,12000,18000,29000,35000,35000,35000,35000,35000,39,2,9800.0,10678.661675674495,2240.0234080269,35277.143496030476,432.1025641025641
1747852565,10,,Aggregated,1.000000,0.100000,9800,11000,12000,12000,18000,29000,35000,35000,35000,35000,35000,39,2,9800.0,10678.661675674495,2240.0234080269,35277.143496030476,432.1025641025641
1747852566,10,,Aggregated,1.000000,0.100000,9800,11000,12000,12000,18000,29000,35000,35000,35000,35000,35000,39,2,9800.0,10678.661675674495,2240.0234080269,35277.143496030476,432.1025641025641
1747852567,10,,Aggregated,1.000000,0.100000,9800,11000,12000,12000,18000,29000,35000,35000,35000,35000,35000,39,2,9800.0,10678.661675674495,2240.0234080269,35277.143496030476,432.1025641025641
1747852568,10,,Aggregated,0.400000,0.000000,10000,11000,12000,12000,18000,25000,35000,35000,35000,35000,35000,44,2,10000.0,11027.386619279489,2240.0234080269,35277.143496030476,436.27272727272725
1747852569,10,,Aggregated,0.400000,0.000000,10000,11000,12000,12000,18000,25000,35000,35000,35000,35000,35000,44,2,10000.0,11027.386619279489,2240.0234080269,35277.143496030476,436.27272727272725
1747852570,10,,Aggregated,0.400000,0.000000,10000,11000,12000,12000,18000,25000,35000,35000,35000,35000,35000,44,2,10000.0,11027.386619279489,2240.0234080269,35277.143496030476,436.27272727272725
1747852571,10,,Aggregated,0.400000,0.000000,10000,11000,12000,12000,18000,25000,35000,35000,35000,35000,35000,44,2,10000.0,11027.386619279489,2240.0234080269,35277.143496030476,436.27272727272725
1747852572,10,,Aggregated,0.400000,0.000000,10000,11000,12000,12000,18000,25000,35000,35000,35000,35000,35000,44,2,10000.0,11027.386619279489,2240.0234080269,35277.143496030476,436.27272727272725
